Player_Age,Player_Weight,Player_Height,Previous_Injuries,Training_Intensity,Recovery_Time,Likelihood_of_Injury
30,72.6612,164.1125,1,0.30533,2,1
29,71.29302,180.84506,1,0.69971,5,0
28,81.12412,167.70647,0,0.5578,5,0
20,80.50813,171.34678,1,0.02995,3,1
34,72.98054,189.32278,1,0.04853,6,0
24,62.49974,181.891,0,0.57012,6,0
30,78.05701,174.31855,0,0.84628,4,0
20,80.51437,173.01968,1,0.04398,6,0
22,82.25821,186.20922,1,0.50721,3,0
35,78.49293,182.11971,0,0.85114,3,0
26,72.28885,167.85443,0,0.00445,5,1
35,84.94002,160.52176,1,0.27579,4,0
27,75.65848,198.81802,0,0.91992,5,0
18,70.35077,167.77521,1,0.08147,6,1
32,73.19347,185.27697,1,0.607,4,1
25,57.54031,195.10693,1,0.50738,2,0
31,73.17758,181.47598,1,0.15168,5,0
28,81.88437,173.99563,1,0.04249,3,0
20,78.39783,165.73951,1,0.50259,5,0
28,90.20664,165.59989,0,0.73513,1,1
38,72.37025,183.76695,1,0.17724,1,0
30,79.87313,194.50976,1,0.69132,1,1
27,82.9274,176.04541,1,0.54638,3,0
33,98.42857,174.4428,1,0.35785,3,1
29,76.44765,186.97481,1,0.66443,1,0
29,64.55813,173.14053,0,0.19198,6,1
22,83.47929,182.74483,1,0.45693,3,1
29,93.65727,180.41801,0,0.5493,6,0
33,71.77451,175.90532,1,0.4587,3,0
23,83.41082,179.84462,0,0.3975,3,1
35,87.28728,197.63152,0,0.74091,1,1
27,85.17066,186.04533,1,0.6561,2,0
23,76.25559,190.92501,1,0.63946,6,0
32,68.01526,170.81306,1,0.8918,6,1
26,74.1872,190.95936,0,0.9935,2,1
31,79.586,186.3902,1,0.5672,4,1
26,84.08223,165.00404,1,0.34827,5,1
27,78.33945,185.39791,0,0.77888,2,0
30,71.20092,174.86726,1,0.1421,4,0
29,80.5538,164.54196,1,0.51291,2,0
18,83.60085,181.29776,0,0.52451,1,0
22,78.7961,185.39043,1,0.98347,4,1
32,66.63813,181.51608,1,0.99101,1,0
27,73.18594,178.90861,1,0.79921,1,1
25,84.47821,176.69415,0,0.47302,4,1
21,61.16982,204.66588,1,0.54723,6,1
22,54.06822,168.17431,1,0.31974,6,0
18,90.08083,188.72922,0,0.82985,4,0
27,80.11415,180.15423,0,0.74655,2,1
25,81.0673,171.45533,1,0.77143,2,1
23,64.23183,179.51601,1,0.13868,5,1
27,82.37528,166.07067,1,0.39863,2,1
29,77.75249,174.0451,1,0.53735,6,0
38,59.15672,179.53066,1,0.12466,4,0
20,89.24283,164.48883,1,0.36862,2,0
33,76.58683,185.06383,0,0.08743,4,0
32,71.03916,170.36239,0,0.95884,5,0
24,71.2201,165.48279,1,0.75126,4,0
29,54.84778,169.19582,1,0.62075,5,1
25,80.93337,201.75954,1,0.20486,5,0
28,77.61857,160.21936,1,0.33413,5,0
35,73.0592,184.36123,1,0.14448,1,1
31,87.78485,172.48364,0,0.53612,6,1
30,61.16141,176.49872,1,0.82052,3,0
25,69.03228,186.03931,0,0.01904,6,0
20,66.49992,185.54819,1,0.10331,4,1
26,72.21205,173.19304,1,0.22935,6,0
34,75.6747,166.42176,1,0.71407,2,1
20,79.30014,186.22141,0,0.89398,3,0
22,71.53027,185.52377,0,0.75301,6,1
28,66.22644,177.1503,0,0.52495,3,1
23,91.86007,184.41944,1,0.10511,6,0
24,99.1164,175.54171,0,0.75491,1,0
25,76.43287,171.72962,0,0.10564,4,0
21,67.4322,180.03962,1,0.34769,4,0
23,89.75454,185.19033,0,0.30799,2,0
31,60.53243,183.0925,0,0.35922,1,1
21,71.65227,185.09163,1,0.32953,6,0
20,68.03883,172.39421,1,0.76918,6,1
24,63.40464,195.81881,1,0.17172,6,1
31,72.19976,176.57619,1,0.84585,6,0
27,66.35828,178.81084,0,0.85826,3,1
25,75.12654,166.81344,0,0.49093,6,1
28,75.27177,178.06145,0,0.10615,4,0
19,68.78668,185.32238,0,0.57541,1,0
30,71.29487,187.62511,1,0.82093,5,0
29,72.69151,195.61941,0,0.28947,4,0
25,83.09846,185.20235,1,0.83775,6,0
33,73.51571,182.76913,1,0.67692,3,1
22,83.24702,175.53705,0,0.98725,5,1
33,80.85813,173.3826,0,0.82471,5,1
28,80.71531,189.70249,0,0.2015,6,0
26,88.87846,189.5107,0,0.449,5,1
27,63.80609,169.22987,1,0.10351,6,0
27,70.26817,187.23096,1,0.06967,3,1
34,92.63299,186.50384,1,0.70605,1,0
22,72.42683,168.86191,1,0.91293,4,1
24,46.84876,185.40457,0,0.97358,1,0
33,72.97032,169.50454,1,0.27047,6,1
25,76.3494,155.70707,1,0.20177,3,0
32,48.82887,178.39898,0,0.56022,2,0
36,88.33936,182.57815,1,0.20086,6,1
25,67.86288,178.84929,0,0.29591,4,1
31,78.28563,208.67107,1,0.83723,4,0
22,72.74018,183.78851,1,0.81046,6,1
31,62.11649,181.47142,1,0.89507,2,0
28,64.29492,184.29591,1,0.48224,5,0
30,65.64917,175.58681,1,0.56409,4,0
24,85.85672,189.29479,1,0.77059,4,1
19,73.52462,183.61002,1,0.23927,6,0
30,69.78134,183.15172,0,0.82309,4,1
18,65.65391,173.7588,0,0.01756,3,0
26,86.9615,164.3567,1,0.79766,2,0
32,89.64201,174.98614,0,0.77591,4,1
28,86.84744,182.82634,0,0.30178,6,0
37,79.92437,175.55301,0,0.72791,2,1
33,77.8983,182.91727,0,0.21399,5,1
24,62.84062,177.67638,0,0.57623,4,1
28,72.54181,184.30579,0,0.70059,1,0
27,68.1614,170.23176,0,0.7147,6,1
20,56.74488,181.9289,0,0.98294,1,1
23,85.57043,173.59046,0,0.18201,6,0
25,68.0417,164.61717,1,0.4808,1,1
18,86.95942,178.34846,1,0.8801,1,1
28,83.81746,195.36318,1,0.56151,6,1
26,80.56718,165.41424,1,0.87639,3,0
19,81.12884,181.19392,0,0.43406,6,1
30,68.84686,187.97577,1,0.79535,5,0
31,93.5785,203.00031,1,0.87005,4,0
29,75.43125,175.07067,0,0.84644,5,1
26,78.01932,173.67999,0,0.87137,6,0
30,68.50924,168.33308,1,0.21955,1,1
31,65.68835,191.40516,0,0.43898,6,1
29,79.77296,171.32586,1,0.17457,5,0
23,77.17513,176.29404,1,0.18054,5,1
29,67.10648,161.51062,0,0.48783,3,1
33,60.61573,188.83972,0,0.96009,6,0
25,62.30077,191.58258,1,0.59191,1,0
38,86.96134,188.45775,0,0.85385,2,0
25,68.86746,163.94675,1,0.93718,5,0
28,71.61091,186.07151,0,0.08658,6,1
24,89.5034,163.2733,1,0.16206,5,0
29,63.77849,180.5804,0,0.29084,1,1
19,67.73005,182.05078,1,0.61678,3,1
25,67.31233,183.10183,0,0.06173,6,1
22,91.18068,185.34637,0,0.78665,4,0
28,94.93384,179.91966,1,0.06379,1,0
32,82.51563,160.3757,0,0.15843,6,1
31,82.83385,185.35121,0,0.38171,4,1
18,69.19645,180.97608,0,0.55772,2,0
38,94.47328,170.9738,0,0.8815,4,1
29,77.67696,164.30603,1,0.96373,5,0
24,83.5311,195.40022,1,0.88464,3,0
28,73.94475,192.31301,0,0.10704,6,0
28,72.31967,187.05957,0,0.63123,6,0
24,91.63042,173.237,0,0.44171,2,1
28,80.39724,154.83004,1,0.12579,3,0
24,89.51375,187.64679,1,0.55511,6,1
25,77.55328,183.66687,1,0.35666,3,0
24,66.51633,176.25338,1,0.34579,6,1
20,69.16657,191.24806,1,0.09445,4,1
28,76.02965,188.47998,0,0.97885,6,1
30,68.735,181.76095,0,0.72596,3,1
30,63.92539,180.35058,0,0.28033,2,1
32,87.01417,180.50968,0,0.91748,3,0
29,69.5513,186.7994,1,0.94809,2,0
25,76.38193,171.42524,1,0.81037,5,1
32,77.96134,184.25983,1,0.65932,6,0
21,69.11847,170.79409,0,0.37638,5,0
23,89.50799,193.36555,1,0.43435,4,0
23,63.82858,185.32129,0,0.45501,1,1
33,77.61625,173.11772,0,0.94876,6,0
32,77.46118,180.80596,1,0.76013,5,1
30,74.45745,171.46214,0,0.29201,6,0
33,62.03087,195.04113,0,0.62464,1,0
23,83.70818,196.22876,1,0.5939,2,0
29,82.43511,186.96224,1,0.81213,6,1
27,68.24431,195.56657,0,0.09531,1,1
32,82.07487,181.51796,1,0.70127,3,1
27,78.74908,187.63513,1,0.33117,2,0
26,62.19388,192.24725,0,0.12963,3,1
30,66.46071,179.94256,0,0.73177,1,1
32,86.38281,180.71104,1,0.33165,3,0
24,78.09416,189.33657,0,0.73012,2,1
27,69.35697,186.46498,0,0.16244,6,0
22,66.41524,172.44539,1,0.98593,3,0
18,69.84606,158.13171,1,0.80341,1,0
29,70.5552,178.24472,0,0.28915,3,1
31,66.54037,159.03086,0,0.74052,3,1
29,57.58236,170.08983,1,0.1358,4,1
18,86.40013,171.25713,0,0.65344,2,0
26,84.70634,174.31358,1,0.05964,4,1
18,62.26745,188.20438,1,0.33339,1,0
34,76.36311,190.3768,0,0.97846,5,0
22,65.97762,185.08741,1,0.12092,1,1
34,72.38433,186.32507,1,0.59742,1,1
32,71.55233,186.5612,0,0.07061,1,1
23,70.72166,155.0317,0,0.6694,1,0
22,95.02947,180.10198,0,0.27866,4,1
29,70.59674,162.03541,0,0.30998,1,0
23,66.91736,185.09139,0,0.3378,3,0
28,67.37419,159.06892,0,0.20516,1,0
25,85.43777,178.19561,0,0.94166,5,0
19,58.47898,185.4777,0,0.90583,2,1
18,67.37377,168.82242,0,0.87002,4,0
29,89.46823,189.61716,0,0.10645,4,1
25,77.43986,185.06622,0,0.23344,4,0
25,76.91922,183.80825,0,0.61223,4,0
31,96.32146,186.98002,1,0.97037,1,1
33,77.46348,176.408,0,0.60482,5,0
26,67.91814,181.51919,1,0.3271,6,1
26,72.17923,180.10052,0,0.8174,1,1
30,63.64568,179.87451,1,0.13543,2,0
21,87.55937,173.27969,0,0.88174,2,1
29,80.74562,167.57468,1,0.97468,1,1
30,86.24414,176.63142,0,0.96765,1,0
31,87.12984,176.08052,1,0.1477,1,1
18,70.85789,172.63269,0,0.54961,5,1
24,65.55247,188.52054,0,0.58492,4,0
23,74.48287,168.27793,0,0.19492,2,0
28,66.27239,178.28491,1,0.54678,2,1
30,76.64957,191.6634,1,0.64654,4,1
35,86.32097,189.09129,0,0.32896,6,1
25,73.3186,192.16294,1,0.31568,4,1
25,76.49995,174.09219,1,0.06024,2,0
33,74.06154,187.84288,1,0.95683,2,1
29,83.02728,169.3703,1,0.80362,5,0
34,68.32218,177.24126,0,0.75945,2,0
29,53.03554,178.18244,0,0.02178,1,0
22,79.70869,174.2416,1,0.62431,1,1
21,84.87834,176.38186,0,0.18063,4,0
20,79.46374,175.06624,1,0.66172,4,0
31,68.5977,170.17606,1,0.62116,1,0
33,63.64988,188.56414,1,0.85193,4,0
37,79.94498,178.1755,0,0.25543,1,1
32,76.41479,182.01437,0,0.02746,5,0
33,73.74207,181.63777,0,0.91411,4,1
25,93.22463,180.54726,1,0.90864,3,1
22,65.532,180.92805,0,0.45586,6,1
32,92.75037,176.94583,0,0.07809,2,1
30,75.31784,194.18397,0,0.49797,1,0
28,56.6443,187.60745,0,0.52401,6,1
29,73.20797,180.18382,0,0.82173,2,1
29,84.59496,175.52946,0,0.7171,2,1
34,71.34945,178.81179,0,0.0708,4,0
34,60.25221,184.17622,1,0.70534,2,0
30,73.35485,194.9994,1,0.13574,3,0
32,66.42828,166.26952,1,0.08947,4,0
30,79.91814,186.59775,0,0.39861,6,1
25,82.734,191.26724,1,0.07736,1,0
31,64.4373,165.13282,1,0.82927,2,0
21,67.94196,178.18849,1,0.46313,2,1
33,82.56642,169.35482,0,0.587,5,0
22,66.41156,184.3053,1,0.57686,6,0
29,64.17842,176.41649,0,0.97811,1,0
23,63.21309,178.69861,0,0.91578,5,0
30,78.52039,175.88944,0,0.84913,1,1
27,78.09158,187.20163,1,0.38327,2,1
20,68.15954,182.29033,1,0.1451,2,1
30,75.05085,182.30927,0,0.59187,3,1
25,90.27132,181.60622,1,0.44032,4,1
32,65.2594,185.72491,0,0.22553,3,0
28,55.48257,177.38028,0,0.09769,1,0
29,79.55076,197.00775,0,0.43609,1,0
23,73.89599,167.65205,1,0.65087,1,1
25,67.89975,162.74082,0,0.62539,6,0
25,81.5208,161.91319,0,0.77392,1,0
32,83.39225,159.20412,1,0.46655,4,1
36,52.91722,186.7317,1,0.32164,2,0
23,68.47402,185.51368,0,0.5387,3,0
33,98.17516,192.07776,1,0.97501,2,1
18,80.83405,169.43362,0,0.04509,6,1
22,81.76104,187.45461,1,0.52867,5,1
23,86.72894,180.56824,0,0.32926,3,1
21,75.17069,181.66586,0,0.10535,6,0
20,82.96684,186.25623,0,0.43467,1,1
30,82.18062,172.43718,0,0.64116,1,0
26,80.39041,205.87249,0,0.52817,5,0
29,71.77988,193.3188,1,0.02918,3,0
31,76.72059,174.68294,1,0.57912,4,0
29,69.11638,169.09262,1,0.232,4,0
31,75.12814,179.12096,1,0.34148,1,0
27,63.31509,181.82258,0,0.3122,1,1
22,67.09376,190.65615,1,0.85851,1,0
33,72.17688,168.31279,0,0.04757,6,0
25,65.56295,182.85487,1,0.348,5,1
23,69.94983,164.70985,1,0.39482,5,1
27,73.36074,184.36358,0,0.61883,2,1
23,79.02262,178.92496,0,0.78896,5,0
25,84.49257,199.3668,0,0.72767,3,0
29,70.36216,164.53997,0,0.75262,5,0
29,88.35105,193.70608,1,0.19239,3,0
23,84.38611,162.96169,1,0.91174,4,1
25,80.04094,166.7279,0,0.41415,2,0
33,76.53649,163.22905,0,0.01111,5,0
30,78.19121,182.50353,0,0.6681,4,0
38,86.87051,168.26301,1,0.604,3,0
33,87.2358,166.51668,1,0.12596,2,0
33,88.34947,182.02768,1,0.95987,4,1
21,75.41327,184.51775,1,0.56156,3,1
31,80.54967,180.39849,1,0.46926,2,0
27,88.43547,178.37781,0,0.39812,1,1
25,68.76284,198.2891,1,0.20985,5,0
28,71.81583,181.45836,1,0.95281,1,1
32,75.16037,188.05691,0,0.70216,1,1
30,83.99599,181.42922,0,0.5676,1,0
23,84.15172,169.02124,1,0.6312,4,0
31,72.69136,185.49888,0,0.84042,1,0
24,59.91391,173.44203,1,0.63572,6,0
29,77.46184,179.09014,1,0.11459,1,1
26,65.81684,183.05403,1,0.6973,4,0
26,60.10064,160.58582,1,0.56487,5,1
31,62.36128,163.90498,1,0.96634,6,1
22,78.26381,189.09459,0,0.73372,2,0
37,88.61037,173.36254,0,0.344,2,1
18,75.38895,173.83678,0,0.1354,5,0
25,77.11381,181.66438,1,0.48228,4,1
29,86.82895,176.14327,1,0.67935,1,0
30,59.55545,184.17588,0,0.17728,2,0
27,80.20176,179.48878,1,0.64944,5,1
27,74.8841,181.98603,1,0.82561,5,1
30,80.66057,172.98142,1,0.15705,1,0
26,70.16516,181.93595,0,0.70579,5,1
34,66.82063,191.05089,1,0.06826,4,0
32,76.40509,174.32252,1,0.00795,4,1
32,91.49191,189.15318,0,0.03263,6,1
23,83.6091,179.4844,0,0.6315,2,1
27,69.92307,187.34482,0,0.97336,3,0
26,61.59028,181.28771,0,0.77137,5,1
22,58.17933,179.66589,0,0.25441,4,0
29,88.16099,183.4973,1,0.07169,1,0
25,65.44918,192.13598,1,0.61665,1,1
31,71.74487,182.36097,1,0.00323,3,0
22,88.21211,184.78531,0,0.79259,3,1
36,58.86099,176.31515,1,0.24312,3,1
23,89.92265,195.70886,1,0.29922,1,0
29,72.4636,186.40337,0,0.34398,5,0
31,63.51417,180.77708,1,0.76355,4,0
25,72.52649,178.77346,1,0.26574,1,1
32,67.77403,189.77908,0,0.28447,4,0
21,79.4082,173.93796,1,0.54099,3,0
35,68.51868,162.17125,1,0.463,6,1
28,55.88358,180.724,1,0.95557,2,0
25,72.79437,191.90005,1,0.2634,5,0
26,61.43455,195.91309,1,0.09189,6,1
32,77.0432,178.92706,1,0.54098,3,0
25,63.1287,180.43588,1,0.18452,3,0
24,70.11987,185.1953,1,0.41363,4,1
26,76.82588,177.35651,1,0.1872,1,0
22,72.87541,185.16406,1,0.88097,2,1
37,77.5043,179.14598,0,0.32745,5,1
25,81.80287,190.11368,1,0.77487,2,0
32,63.42066,187.22981,0,0.9486,3,0
29,74.35602,188.10228,1,0.94055,2,0
23,41.70496,177.94682,0,0.5248,5,1
27,77.47333,199.25927,0,0.98326,3,1
31,71.99186,184.83912,0,0.65594,5,0
27,65.1655,182.47294,1,0.12849,2,1
33,78.15719,172.39057,1,0.88838,6,1
33,86.72698,179.02928,1,0.46869,3,1
32,70.23982,181.1438,1,0.15269,3,1
25,65.55186,172.12323,1,0.79142,6,0
22,76.65025,177.07683,0,0.6244,5,1
24,61.64393,178.342,1,0.88212,1,1
28,68.39619,180.55921,1,0.82732,3,0
30,87.22402,162.37293,1,0.32011,5,0
18,75.62179,178.64729,0,0.25631,5,0
27,56.20533,176.22654,1,0.73383,5,1
28,57.03008,179.79116,0,0.57331,1,0
26,76.62086,190.35277,0,0.06987,6,1
34,83.62391,200.52395,0,0.18164,6,1
30,58.82379,186.78377,0,0.15135,4,0
34,79.49713,167.65578,1,0.5898,6,1
26,88.30344,176.54593,1,0.08576,3,0
32,93.87859,185.95963,0,0.2077,2,1
36,78.31223,184.8329,1,0.54538,5,0
34,80.06803,189.87326,1,0.13306,2,1
22,53.66816,179.02649,1,0.24827,5,0
26,95.99753,176.365,1,0.90679,5,0
26,69.2451,197.52424,1,0.69712,6,0
30,65.66529,180.58671,1,0.30688,3,1
31,72.44794,169.83326,0,0.87736,1,0
23,90.11673,194.75134,0,0.25028,1,1
28,97.08046,165.03905,0,0.58908,2,0
18,76.25409,150.0,1,0.36849,4,0
35,84.98084,187.69387,1,0.75215,1,1
25,75.43204,189.10701,1,0.37159,1,0
28,64.62205,184.14013,0,0.24886,6,0
26,89.76744,166.97544,1,0.6077,4,1
33,68.77873,179.4113,1,0.74534,1,0
18,90.35531,177.21831,1,0.53636,3,1
27,87.98541,174.62711,0,0.71629,3,1
27,81.14036,194.12069,0,0.42202,2,1
25,93.28975,169.53334,1,0.79545,6,0
36,97.32346,183.16104,1,0.58502,2,0
23,73.24757,191.94047,0,0.19625,2,0
31,66.91206,183.81442,0,0.89075,6,1
29,56.3573,192.41118,1,0.83682,3,1
34,97.44682,185.63715,1,0.96391,2,0
24,70.60318,184.2935,0,0.56901,2,1
24,86.35037,183.66835,1,0.67574,3,1
33,67.58745,186.13443,0,0.86358,6,0
30,90.38266,176.14461,1,0.05259,4,0
20,67.99882,166.98126,1,0.9122,2,0
25,63.08281,189.54043,0,0.27116,1,1
29,72.91494,191.61742,0,0.05704,3,1
32,69.68224,182.51979,0,0.23761,4,1
24,80.963,174.51624,1,0.58636,1,0
18,74.48605,164.42283,0,0.04785,1,1
30,81.27702,180.85807,1,0.00076,5,1
21,72.08979,166.5105,1,0.63936,4,0
18,68.34893,165.11012,1,0.45339,5,1
18,69.16439,179.79268,1,0.84433,3,1
32,95.44939,172.3623,1,0.25755,4,0
28,77.25171,183.4531,1,0.28071,5,1
26,55.16238,178.40704,1,0.07755,3,1
34,69.79791,173.93365,1,0.53851,2,0
31,75.96866,162.95085,0,0.3659,1,1
36,93.454,171.47112,1,0.33971,3,1
21,85.28699,171.83864,0,0.45763,4,1
27,65.78282,167.74692,1,0.84969,1,1
19,99.18356,176.70956,1,0.10519,1,1
26,74.6884,168.52748,0,0.52359,3,0
26,87.4633,178.36257,0,0.19644,2,0
31,63.44992,182.40411,0,0.21239,3,1
28,51.01837,171.7383,0,0.25674,6,0
31,60.91569,184.25409,1,0.4594,5,0
31,42.49667,166.38642,1,0.4944,5,0
38,96.12089,168.87823,0,0.87151,6,0
26,77.14533,178.86783,0,0.89211,5,1
23,65.75356,186.87041,1,0.58666,6,1
29,79.52624,188.674,0,0.2814,4,0
23,76.89334,196.12391,1,0.81844,3,0
35,81.20933,176.23411,0,0.79288,1,1
26,87.09531,178.72499,1,0.79795,4,0
25,72.10079,169.67324,0,0.01637,5,1
25,66.20161,167.46234,0,0.75386,4,1
31,83.27775,182.28572,0,0.85272,1,1
27,83.02333,172.24129,1,0.60503,4,0
24,76.00736,192.32379,0,0.75124,2,0
36,96.77554,165.37614,1,0.77617,5,1
23,70.62178,184.86353,0,0.50658,3,1
28,66.00142,169.94261,0,0.81362,6,1
31,79.18091,171.79552,1,0.79229,5,1
19,68.25062,185.39112,0,0.9161,5,1
30,79.95517,173.2412,0,0.92137,3,0
22,66.66992,174.84216,0,0.52971,3,1
32,70.99758,171.87842,1,0.03149,1,0
23,93.9084,197.8503,1,0.01911,1,0
31,70.94413,173.82514,1,0.93893,2,1
33,67.01148,180.51552,0,0.33736,4,1
32,86.70679,177.98086,0,0.37753,4,1
29,64.48958,182.21417,0,0.46991,4,1
26,68.07057,173.85263,0,0.2658,6,0
25,80.76561,177.99183,0,0.59041,5,1
35,84.38411,183.93952,0,0.78462,5,0
24,87.20476,171.36993,0,0.25734,3,0
22,67.52778,190.89321,0,0.74306,6,1
31,80.96009,191.85481,0,0.67202,2,0
24,70.33892,186.06493,0,0.52558,2,0
23,68.94344,180.69876,0,0.32544,4,1
20,87.03213,150.09399,1,0.87277,3,0
25,69.50446,184.24291,0,0.4028,4,0
27,77.78205,176.0867,0,0.37466,5,1
29,76.55579,177.53726,0,0.64137,3,1
32,64.29246,161.02623,0,0.92033,6,0
30,84.66093,184.93588,1,0.50802,4,1
27,80.60281,165.51419,0,0.72269,2,1
27,55.13709,181.18425,1,0.45688,1,0
30,77.77421,189.04657,1,0.21881,6,1
34,67.27027,175.30672,1,0.12395,5,0
28,85.97075,192.16052,1,0.13633,4,1
25,60.546,172.5301,1,0.02133,3,1
23,71.43523,186.00433,0,0.5529,3,1
20,78.62025,166.95214,0,0.13111,4,0
31,75.5434,190.3113,1,0.8657,6,0
30,82.62958,188.7599,1,0.9829,2,0
30,59.81578,184.68358,1,0.49587,4,0
27,91.51914,176.06716,0,0.44967,5,0
35,80.25145,165.97999,0,0.34807,3,0
25,88.59718,176.0936,1,0.63803,5,0
32,83.7424,191.10307,0,0.60803,6,1
27,74.8839,181.29962,1,0.34338,6,0
24,62.15802,164.46963,1,0.34317,1,1
30,69.36447,168.75272,0,0.6448,2,0
30,90.89563,192.53151,1,0.55455,4,1
29,88.85438,184.87913,1,0.71856,4,0
28,68.804,167.66,0,0.94139,2,0
27,46.81696,162.34169,1,0.77959,3,0
39,72.8731,173.74958,1,0.30435,4,0
33,72.12297,161.48641,0,0.75912,2,0
31,72.50227,178.44166,0,0.45002,4,1
28,80.28539,204.51625,0,0.77766,3,0
33,83.76213,164.03044,1,0.88657,2,1
30,84.903,178.13974,0,0.24994,3,0
28,79.45709,193.11927,0,0.23865,4,1
26,56.99229,187.49088,0,0.43262,2,1
27,71.588,178.51259,0,0.05153,1,0
18,98.0409,178.53651,0,0.68569,4,0
29,78.74217,168.4409,0,0.7497,2,1
25,78.6782,177.32344,1,0.34543,1,1
35,78.59486,182.43441,1,0.46529,2,1
28,79.1538,191.05114,1,0.59036,5,0
22,51.16888,173.79824,1,0.0736,5,1
27,72.60476,178.10165,0,0.7113,2,0
22,74.62107,170.50787,1,0.5267,2,0
30,87.81495,182.25325,0,0.62426,5,1
29,75.47673,187.83779,0,0.72383,4,1
32,58.53489,186.29648,0,0.67556,5,1
24,79.30089,168.29813,0,0.09532,5,1
28,66.96175,181.46863,0,0.78259,6,1
21,62.83214,173.22687,0,0.61005,5,0
31,66.65841,190.1105,1,0.71488,3,0
30,80.42504,178.38687,1,0.2615,4,1
30,87.58761,164.80487,0,0.22143,3,0
28,79.8293,177.80197,1,0.82609,4,1
30,81.32023,184.58473,1,0.39039,3,0
36,79.73045,182.44006,1,0.57535,6,1
26,76.01327,174.88204,1,0.5516,3,0
28,81.96931,174.14727,0,0.58517,2,1
22,50.81225,170.12496,1,0.06951,5,1
23,76.11088,176.0525,1,0.30247,6,1
28,64.55075,171.44321,0,0.06648,6,0
33,86.62903,189.70086,0,0.48016,2,0
26,73.52845,170.98863,0,0.9021,2,1
26,75.30948,181.22284,1,0.38918,2,1
25,59.94928,180.54304,0,0.78245,1,1
25,85.16831,189.45667,1,0.28725,6,1
29,81.27328,190.89368,1,0.85627,4,1
20,80.56948,186.9597,0,0.4195,2,0
34,66.86977,183.52928,1,0.35522,2,1
24,67.2636,169.51354,1,0.69748,1,1
31,77.23599,169.3113,0,0.51276,1,0
21,68.05502,171.54309,0,0.33732,5,0
31,79.34893,187.51921,1,0.05809,2,0
31,53.39087,180.7333,1,0.16664,4,1
29,70.12455,188.68657,1,0.77232,2,0
23,92.96753,190.02803,0,0.92073,5,0
29,79.39486,172.74048,0,0.16884,6,0
22,76.66794,180.32074,1,0.56944,2,1
26,94.85227,179.87006,1,0.03417,1,0
33,51.64046,176.72212,0,0.29084,1,0
31,66.84689,174.65157,1,0.44879,5,0
28,70.98827,191.84756,1,0.73588,5,0
23,83.58351,180.51972,0,0.04411,1,0
31,83.75656,180.13145,1,0.78123,1,1
28,66.33993,171.97222,0,0.20265,2,1
18,84.97954,186.75212,1,0.75953,5,0
31,70.96685,169.94892,0,0.62547,6,0
27,87.1164,184.54906,0,0.33958,2,1
34,64.67357,184.82229,1,0.72375,1,1
22,73.76688,175.87485,1,0.23632,4,0
18,70.09833,183.17652,1,0.21973,5,0
29,85.5603,181.8567,0,0.06174,2,1
29,69.77219,179.60639,1,0.39308,5,0
19,74.57551,180.12944,0,0.09771,4,1
23,80.06811,180.61782,1,0.4195,6,1
39,80.45258,181.29912,1,0.0098,3,1
26,83.86953,180.60242,0,0.15508,1,1
31,77.11125,168.96136,0,0.93237,4,1
24,70.81751,178.47789,1,0.79556,3,0
18,71.50301,182.64949,1,0.23616,2,0
27,75.25672,180.97289,1,0.71829,4,0
26,77.49592,189.5375,0,0.66848,3,0
26,73.52828,186.20087,1,0.17693,4,1
27,75.19203,171.2959,0,0.37106,3,0
29,59.82746,178.33373,0,0.91371,2,0
27,81.67355,176.88663,0,0.73872,2,1
21,76.81112,179.95652,0,0.76035,2,1
30,85.0187,179.97019,0,0.56389,2,1
18,75.00161,186.11522,0,0.66554,2,0
18,57.61602,181.77328,1,0.50874,6,1
31,71.41554,192.30545,1,0.74089,3,1
30,73.0007,182.41003,1,0.73273,2,0
27,82.42903,171.69409,0,0.03108,4,0
21,54.29726,175.32719,0,0.63177,4,1
24,75.4118,186.03789,1,0.62981,2,1
26,80.13675,163.85832,0,0.06732,4,1
20,68.38512,166.5412,0,0.41038,2,1
24,75.74628,180.10697,1,0.89879,6,0
31,68.72963,189.50922,0,0.95344,4,0
35,67.70427,193.07035,1,0.78221,5,0
25,70.9158,177.82894,1,0.15147,1,0
31,67.89308,190.60829,0,0.37472,4,1
18,81.83618,180.72268,0,0.18255,4,1
31,67.65048,164.68585,1,0.65214,6,0
23,65.9709,179.91923,1,0.77314,1,1
29,92.67929,173.81092,1,0.88377,5,0
26,84.6074,189.18231,1,0.86065,1,1
34,56.38487,179.74325,0,0.09921,4,1
23,67.35232,167.22087,0,0.12567,2,1
31,77.42463,165.00285,1,0.90967,5,0
26,78.23755,179.7902,0,0.84378,4,1
27,60.09507,155.79783,1,0.46038,2,0
27,86.58565,174.81835,1,0.43005,2,1
23,83.25224,182.3103,1,0.5528,6,1
27,79.81902,169.42983,0,0.59664,5,1
27,88.56728,189.93987,1,0.25422,4,0
29,79.5229,191.91007,0,0.40374,3,1
28,79.48581,169.83299,1,0.61969,2,0
31,90.57679,177.01956,1,0.20627,6,0
32,86.0122,189.94693,1,0.99883,1,1
22,66.58493,179.98692,0,0.28294,3,1
32,81.33195,166.05521,1,0.55242,6,0
22,68.35732,178.56679,1,0.55416,1,0
30,80.04155,171.47072,0,0.45149,5,0
31,79.76614,191.08198,1,0.24154,6,1
