InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
302811,SKU_1104,Wireless Mouse,30,20-02-24,91.73,10457,Sweden,0.32,Bank Transfer,24.27,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
806133,SKU_1741,Wireless Mouse,46,20-02-24,80.48,47874,Belgium,0.01,Credit Card,13.14,Accessories,Online,Not Returned,FedEx,Berlin,High
894303,SKU_1889,Backpack,43,20-02-24,70.34,,Netherlands,0.43,paypall,12.98,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
835558,SKU_1925,Wall Clock,2,20-02-24,63.76,93261,United States,0.45,Bank Transfer,18.5,Stationery,Online,Not Returned,UPS,Amsterdam,Low
202318,SKU_1288,Desk Lamp,13,20-02-24,65.71,36869,Spain,0.49,paypall,17.85,Apparel,In-store,Not Returned,UPS,Rome,Low
701269,SKU_1631,Wall Clock,-25,20-02-24,-87.78,,Belgium,0.44,paypall,,Accessories,Online,Not Returned,UPS,,High
963006,SKU_1693,T-shirt,35,20-02-24,61.03,63760,Netherlands,0.14,Bank Transfer,29.32,Accessories,Online,Not Returned,Royal Mail,Rome,High
211376,SKU_1184,USB Cable,5,20-02-24,85.24,52323,France,0.35,Bank Transfer,13.08,Apparel,In-store,Not Returned,DHL,Paris,High
473502,SKU_1216,Backpack,31,20-02-24,92.94,87760,Norway,0.11,Credit Card,13.95,Electronics,In-store,Returned,UPS,Paris,Medium
234577,SKU_1030,Wall Clock,48,20-02-24,57.34,,Spain,0.32,paypall,23.16,Apparel,Online,Not Returned,Royal Mail,Rome,High
534694,SKU_1278,Backpack,37,20-02-24,22.95,29888,United Kingdom,0.01,Bank Transfer,6.17,Electronics,In-store,Returned,UPS,Rome,Low
708893,SKU_1947,USB Cable,22,20-02-24,62.96,89906,Australia,0.32,Credit Card,14.81,Furniture,In-store,Not Returned,FedEx,Rome,High
902843,SKU_1474,Notebook,40,20-02-24,96.22,24793,Sweden,0.24,Credit Card,9.82,Stationery,In-store,Not Returned,UPS,Paris,Medium
460713,SKU_1224,Blue Pen,37,20-02-24,11.95,31289,Netherlands,0.28,paypall,10.93,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
371642,SKU_1882,White Mug,23,20-02-24,88.32,51724,Germany,0.38,Bank Transfer,14.25,Electronics,In-store,Not Returned,FedEx,Rome,Low
868396,SKU_1821,White Mug,41,20-02-24,87.25,85134,United States,0.04,Bank Transfer,23.88,Stationery,Online,Not Returned,DHL,Amsterdam,High
418401,SKU_1686,T-shirt,32,21-02-24,10.28,44346,Norway,0.14,paypall,16.8,Stationery,Online,Not Returned,UPS,Berlin,High
287130,SKU_1176,Wall Clock,6,21-02-24,30.83,51355,France,0.32,Credit Card,22.46,Stationery,In-store,Not Returned,UPS,London,Medium
186995,SKU_1083,Blue Pen,28,21-02-24,86.14,50274,United Kingdom,0.18,paypall,28.48,Apparel,Online,Returned,Royal Mail,Amsterdam,Medium
717854,SKU_1567,Notebook,16,21-02-24,61.52,10552,United States,0.33,Credit Card,21.88,Accessories,In-store,Not Returned,UPS,Berlin,Medium
215498,SKU_1091,Notebook,4,21-02-24,34.79,74938,Germany,0.03,Bank Transfer,17.97,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High
710884,SKU_1007,Headphones,45,21-02-24,80.39,88236,United States,0.29,Bank Transfer,8.05,Stationery,In-store,Not Returned,DHL,London,Medium
316382,SKU_1661,Wireless Mouse,-40,21-02-24,-1.36,,Italy,0.02,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
409061,SKU_1573,USB Cable,29,21-02-24,19.56,38250,Italy,0.26,Bank Transfer,23.04,Electronics,Online,Not Returned,FedEx,London,Low
592130,SKU_1053,Desk Lamp,35,21-02-24,51.84,35873,Australia,0.23,Bank Transfer,9.44,Electronics,In-store,Not Returned,DHL,Berlin,High
866144,SKU_1162,Office Chair,27,21-02-24,49.98,33037,Portugal,0.49,Credit Card,19.74,Furniture,Online,Not Returned,DHL,London,Low
225154,SKU_1630,T-shirt,44,21-02-24,98.17,44809,Portugal,0.46,Credit Card,7.77,Apparel,Online,Not Returned,Royal Mail,Rome,High
383074,SKU_1478,Wall Clock,47,21-02-24,29.46,49599,United States,0.31,Credit Card,25.31,Accessories,In-store,Not Returned,FedEx,Paris,Medium
703317,SKU_1107,Notebook,10,21-02-24,7.57,32674,Norway,0.26,Bank Transfer,7.34,Accessories,In-store,Not Returned,UPS,Berlin,Low
596547,SKU_1855,Headphones,48,21-02-24,34.27,42443,United States,0.14,paypall,25.18,Furniture,Online,Not Returned,UPS,London,Low
375782,SKU_1270,Headphones,45,21-02-24,16.21,84191,Norway,0.22,Bank Transfer,14.44,Accessories,Online,Not Returned,UPS,London,Low
367868,SKU_1625,Blue Pen,18,21-02-24,74.51,78423,Sweden,0.26,Credit Card,19.62,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
165738,SKU_1236,Office Chair,11,21-02-24,36.36,11804,Netherlands,0.31,Credit Card,28.6,Stationery,Online,Not Returned,UPS,Paris,High
198705,SKU_1990,Backpack,6,21-02-24,76.88,76637,Italy,0.17,paypall,24.3,Accessories,In-store,Not Returned,UPS,Berlin,Medium
233099,SKU_1260,White Mug,27,21-02-24,37.17,57040,Italy,0.42,Credit Card,14.65,Electronics,Online,Not Returned,UPS,Rome,Low
245879,SKU_1981,Blue Pen,29,21-02-24,35.83,25201,Australia,0.43,Bank Transfer,16.16,Accessories,In-store,Not Returned,FedEx,Paris,High
193962,SKU_1528,USB Cable,-22,21-02-24,-4.87,,Sweden,0.34,paypall,,Apparel,In-store,Not Returned,FedEx,,Low
163109,SKU_1603,Blue Pen,18,21-02-24,30.09,90923,Italy,0.43,Credit Card,13.3,Accessories,In-store,Not Returned,DHL,Paris,Medium
666137,SKU_1628,Backpack,11,21-02-24,3.07,75095,Germany,0.33,Bank Transfer,28.03,Accessories,Online,Not Returned,FedEx,London,Medium
362322,SKU_1386,USB Cable,2,21-02-24,25.05,20633,Norway,0.2,Bank Transfer,15.49,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
105817,SKU_1402,Notebook,35,22-02-24,20.29,24452,France,0.36,paypall,8.07,Stationery,Online,Not Returned,UPS,London,Medium
593499,SKU_1357,Headphones,18,22-02-24,20.94,31768,Germany,0.35,paypall,28.71,Accessories,Online,Not Returned,DHL,Berlin,Medium
697009,SKU_1218,Wall Clock,47,22-02-24,94.84,29764,Belgium,0.29,Credit Card,11.67,Furniture,Online,Not Returned,Royal Mail,Berlin,Low
880750,SKU_1464,Wireless Mouse,15,22-02-24,2.01,91856,United States,0.15,Credit Card,27.17,Stationery,In-store,Not Returned,FedEx,London,High
750050,SKU_1991,Blue Pen,2,22-02-24,12.91,16040,United Kingdom,0.04,Bank Transfer,27.65,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
628272,SKU_1420,Office Chair,8,22-02-24,95.25,67154,Portugal,0.1,paypall,14.54,Accessories,In-store,Not Returned,UPS,Amsterdam,High
426240,SKU_1148,Office Chair,15,22-02-24,9.15,81168,Norway,0.23,Bank Transfer,16.17,Furniture,Online,Not Returned,UPS,Amsterdam,High
973373,SKU_1356,Headphones,42,22-02-24,28.3,77269,France,0.35,paypall,25.74,Electronics,Online,Not Returned,FedEx,Rome,Low
613426,SKU_1050,T-shirt,30,22-02-24,88.58,50602,Belgium,0.12,Credit Card,17.27,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium
973864,SKU_1053,White Mug,10,22-02-24,64.62,91657,Sweden,0.48,paypall,18.58,Accessories,Online,Not Returned,Royal Mail,Berlin,High
332359,SKU_1138,Backpack,20,22-02-24,77.09,84623,Germany,0.27,paypall,22.78,Furniture,In-store,Not Returned,UPS,Berlin,High
829438,SKU_1960,Office Chair,27,22-02-24,42.25,51375,Italy,0.37,Credit Card,17.18,Electronics,Online,Not Returned,DHL,London,Low
734202,SKU_1669,Backpack,6,22-02-24,59.88,48257,Australia,0.13,Bank Transfer,15.89,Electronics,In-store,Not Returned,UPS,Rome,High
524558,SKU_1857,Blue Pen,47,22-02-24,59.66,24570,Australia,0.21,Bank Transfer,29.17,Electronics,In-store,Not Returned,Royal Mail,London,Medium
941112,SKU_1748,Headphones,-14,22-02-24,-55.28,,United States,1.8238861360067276,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Low
734614,SKU_1112,Wall Clock,4,22-02-24,36.13,46371,Australia,0.03,Credit Card,15,Electronics,In-store,Not Returned,FedEx,Rome,Low
491238,SKU_1426,White Mug,11,22-02-24,14.04,81212,Norway,0.03,Bank Transfer,9.61,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
107988,SKU_1497,Desk Lamp,21,22-02-24,75.19,32180,Spain,0.12,Bank Transfer,28.85,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
132070,SKU_1291,Backpack,41,22-02-24,26.27,74436,United States,0.28,Bank Transfer,25.7,Stationery,Online,Not Returned,DHL,Paris,High
197491,SKU_1345,Office Chair,5,22-02-24,83.35,16639,France,0.11,Bank Transfer,24.62,Electronics,Online,Not Returned,FedEx,Paris,Medium
964564,SKU_1510,Wall Clock,23,22-02-24,28.97,42363,United States,0.17,Credit Card,26.28,Stationery,In-store,Not Returned,UPS,Berlin,High
123659,SKU_1440,Notebook,33,22-02-24,9.04,96359,Sweden,0.15,paypall,5.87,Furniture,Online,Not Returned,Royal Mail,Rome,High
700240,SKU_1745,Backpack,13,22-02-24,33.71,32771,Netherlands,0.47,paypall,16.03,Stationery,Online,Returned,FedEx,Amsterdam,Low
358474,SKU_1631,Notebook,6,22-02-24,59.55,,Belgium,0.03,Credit Card,25.21,Accessories,Online,Not Returned,UPS,,Low
940210,SKU_1602,Backpack,6,23-02-24,84.36,19654,Sweden,0.04,Bank Transfer,11.55,Electronics,Online,Returned,Royal Mail,Paris,High
198113,SKU_1921,USB Cable,43,23-02-24,39.76,58643,Sweden,0.42,paypall,24.85,Electronics,Online,Not Returned,UPS,Paris,Low
548929,SKU_1721,Desk Lamp,1,23-02-24,11.92,11417,Belgium,0.25,Credit Card,17.27,Stationery,In-store,Not Returned,FedEx,Rome,High
866199,SKU_1480,Headphones,32,23-02-24,8.01,70026,Norway,0.09,paypall,13.97,Furniture,Online,Not Returned,DHL,Berlin,Low
122736,SKU_1227,USB Cable,34,23-02-24,47.56,,Portugal,0.11,Credit Card,22.54,Electronics,Online,Not Returned,Royal Mail,Paris,Low
825704,SKU_1996,Wireless Mouse,36,23-02-24,72.09,22455,United Kingdom,0.47,Credit Card,20.71,Furniture,In-store,Not Returned,UPS,Amsterdam,High
944213,SKU_1609,Desk Lamp,35,23-02-24,54.31,91407,France,0.47,Credit Card,12.48,Electronics,In-store,Not Returned,Royal Mail,Paris,High
990624,SKU_1827,Blue Pen,24,23-02-24,10.33,61865,Belgium,0.42,Bank Transfer,21.71,Electronics,Online,Not Returned,UPS,Berlin,Medium
302345,SKU_1089,Office Chair,37,23-02-24,21,28743,Sweden,0.12,Bank Transfer,20.3,Apparel,In-store,Not Returned,Royal Mail,Berlin,High
296571,SKU_1789,Headphones,-27,23-02-24,1.12,,United Kingdom,0.48,Bank Transfer,,Apparel,Online,Not Returned,UPS,,High
397270,SKU_1535,Headphones,28,23-02-24,83.67,31947,Netherlands,0.12,paypall,19.2,Accessories,Online,Not Returned,Royal Mail,Berlin,High
751022,SKU_1395,Desk Lamp,6,23-02-24,9.39,22941,United States,0.26,paypall,19.23,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
354334,SKU_1074,Notebook,38,23-02-24,59.13,43913,Netherlands,0.39,Credit Card,6.03,Electronics,Online,Not Returned,Royal Mail,London,Medium
916084,SKU_1827,Office Chair,29,23-02-24,37.94,35339,Norway,0.01,paypall,28.54,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
629678,SKU_1660,Wall Clock,11,23-02-24,26.18,15825,Germany,0.34,Bank Transfer,27.68,Stationery,Online,Not Returned,DHL,Berlin,Medium
972568,SKU_1335,USB Cable,10,23-02-24,86.83,71292,Australia,0.18,Bank Transfer,21.64,Stationery,In-store,Not Returned,FedEx,Rome,Low
690230,SKU_1163,Backpack,27,23-02-24,60.79,12441,Norway,0.03,Credit Card,17.16,Stationery,Online,Not Returned,UPS,Rome,Low
677780,SKU_1518,Wireless Mouse,47,23-02-24,38.16,51328,Italy,0.33,paypall,29.01,Apparel,In-store,Not Returned,DHL,Paris,High
984732,SKU_1956,Blue Pen,18,23-02-24,34.52,31545,Belgium,0.08,paypall,16.98,Apparel,Online,Not Returned,UPS,Paris,Low
542433,SKU_1564,Headphones,4,23-02-24,34.48,35459,Germany,0.2,Bank Transfer,13.2,Apparel,Online,Not Returned,UPS,Rome,High
291405,SKU_1155,Desk Lamp,6,23-02-24,52.44,55550,Germany,0.31,paypall,11.76,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium
984963,SKU_1791,Backpack,-13,23-02-24,77.26,,United Kingdom,0.45,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
473617,SKU_1502,Wireless Mouse,39,23-02-24,61.4,15038,United States,0.07,paypall,16.87,Electronics,Online,Not Returned,DHL,London,High
184104,SKU_1820,Wall Clock,36,23-02-24,91.34,60204,Australia,0.44,Credit Card,27.34,Electronics,In-store,Not Returned,FedEx,Paris,High
700257,SKU_1780,Office Chair,41,24-02-24,37.33,59864,Portugal,0.45,paypall,10.78,Stationery,Online,Not Returned,UPS,Berlin,Low
850273,SKU_1333,Backpack,23,24-02-24,74.17,44697,Sweden,0.17,paypall,10.82,Furniture,In-store,Not Returned,UPS,Paris,High
484583,SKU_1490,Headphones,28,24-02-24,23.49,40177,France,0.38,Bank Transfer,17.22,Furniture,Online,Not Returned,Royal Mail,Berlin,High
672769,SKU_1606,White Mug,33,24-02-24,94.43,21888,Belgium,0.31,Bank Transfer,29.46,Stationery,In-store,Not Returned,FedEx,Amsterdam,High
305729,SKU_1327,Wall Clock,25,24-02-24,7.55,92654,Belgium,0.18,Credit Card,18.14,Accessories,In-store,Not Returned,UPS,Amsterdam,High
652900,SKU_1000,Office Chair,23,24-02-24,26.22,62394,Netherlands,0.27,paypall,19.06,Electronics,Online,Not Returned,Royal Mail,Berlin,High
187743,SKU_1359,Backpack,25,24-02-24,91.93,46978,Netherlands,0.36,Credit Card,25.79,Stationery,In-store,Not Returned,DHL,Paris,High
379708,SKU_1626,White Mug,24,24-02-24,92.03,94587,Italy,0.03,paypall,23.66,Stationery,In-store,Not Returned,DHL,London,Low
359005,SKU_1336,White Mug,23,24-02-24,6.31,77069,France,0.2,Credit Card,8.38,Furniture,Online,Not Returned,Royal Mail,Berlin,Low
672891,SKU_1552,Notebook,34,24-02-24,75.72,82418,Australia,0.07,Credit Card,17.43,Furniture,Online,Not Returned,DHL,London,High
559853,SKU_1186,Notebook,28,24-02-24,60.29,52079,Sweden,0.07,Bank Transfer,7.73,Electronics,Online,Not Returned,FedEx,London,Medium
986835,SKU_1268,Blue Pen,38,24-02-24,21.63,67633,Belgium,0.02,Bank Transfer,25.85,Furniture,Online,Not Returned,UPS,Rome,Low
755873,SKU_1949,USB Cable,42,24-02-24,37.94,21636,Norway,0.3,Bank Transfer,8.61,Apparel,In-store,Not Returned,FedEx,Amsterdam,High
820375,SKU_1430,Backpack,43,24-02-24,89.74,82557,Italy,0.1,paypall,20.9,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium
883079,SKU_1538,Desk Lamp,17,24-02-24,86.27,29484,Sweden,0.47,paypall,26.6,Stationery,In-store,Not Returned,UPS,Berlin,High
373468,SKU_1972,White Mug,31,24-02-24,23.73,34167,Belgium,0.43,Credit Card,29.02,Accessories,In-store,Not Returned,Royal Mail,Paris,High
639779,SKU_1122,White Mug,17,24-02-24,30.92,64492,Netherlands,0.1,paypall,27.5,Furniture,In-store,Not Returned,UPS,Amsterdam,High
441373,SKU_1551,Blue Pen,18,24-02-24,21.91,54543,Italy,0.29,Credit Card,14.32,Accessories,Online,Not Returned,FedEx,Paris,High
312531,SKU_1218,Headphones,30,24-02-24,40.78,76195,France,0.41,Bank Transfer,14.64,Apparel,Online,Not Returned,DHL,London,High
134600,SKU_1415,Office Chair,-46,24-02-24,-95.19,,France,1.032558047399367,Bank Transfer,,Accessories,Online,Not Returned,UPS,,High
688467,SKU_1765,Office Chair,23,24-02-24,65.56,18887,United Kingdom,0.31,Credit Card,6.06,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
358590,SKU_1185,Office Chair,48,24-02-24,18.41,89154,Italy,0.1,Bank Transfer,9.67,Stationery,In-store,Not Returned,FedEx,Rome,High
618298,SKU_1587,Wall Clock,46,24-02-24,95.25,15009,Portugal,0.07,Credit Card,12.91,Furniture,In-store,Not Returned,FedEx,Rome,Medium
274130,SKU_1938,USB Cable,39,24-02-24,55.86,26452,Sweden,0.39,Credit Card,11.39,Stationery,In-store,Returned,DHL,London,High
230047,SKU_1563,Wireless Mouse,24,25-02-24,49.04,,Netherlands,0.28,Credit Card,25.08,Accessories,Online,Not Returned,UPS,,Medium
635646,SKU_1204,USB Cable,36,25-02-24,52.41,47204,Norway,0.43,paypall,25.28,Electronics,In-store,Not Returned,UPS,Paris,Low
171343,SKU_1335,Desk Lamp,14,25-02-24,71.56,82312,France,0.2,Bank Transfer,5.54,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High
345258,SKU_1801,Wall Clock,34,25-02-24,92.11,74466,Netherlands,0.22,Bank Transfer,17.36,Stationery,Online,Not Returned,DHL,London,Medium
650791,SKU_1389,Wall Clock,12,25-02-24,4.79,17879,Belgium,0.21,paypall,29.86,Apparel,Online,Not Returned,Royal Mail,Rome,High
152268,SKU_1303,USB Cable,9,25-02-24,88.32,64025,Australia,0.28,Credit Card,8.07,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
934337,SKU_1913,Backpack,4,25-02-24,4.4,85960,Australia,0.03,paypall,15.13,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
949100,SKU_1848,Wireless Mouse,8,25-02-24,54.78,18994,Sweden,0.27,paypall,13.55,Stationery,In-store,Not Returned,DHL,London,High
253306,SKU_1678,Backpack,1,25-02-24,65.54,17480,Netherlands,0.44,paypall,19.83,Apparel,Online,Returned,Royal Mail,Berlin,High
307687,SKU_1511,White Mug,12,25-02-24,97.75,,United States,0.43,paypall,14.72,Stationery,In-store,Returned,UPS,Amsterdam,Low
563095,SKU_1973,T-shirt,10,25-02-24,86.4,63596,Spain,0.45,Credit Card,13.39,Furniture,Online,Not Returned,FedEx,London,Low
563380,SKU_1774,Wall Clock,18,25-02-24,21.16,74312,United States,0.38,Credit Card,29.67,Apparel,Online,Not Returned,FedEx,Paris,High
188104,SKU_1773,Desk Lamp,5,25-02-24,2.7,77424,Sweden,0.39,Credit Card,10.39,Electronics,In-store,Returned,FedEx,London,Low
390250,SKU_1971,T-shirt,22,25-02-24,49.88,20610,Portugal,0.45,Bank Transfer,13.27,Apparel,In-store,Returned,UPS,London,High
829877,SKU_1225,Wireless Mouse,-44,25-02-24,58.45,,Sweden,0.46,paypall,,Electronics,Online,Not Returned,FedEx,,High
593467,SKU_1820,Headphones,22,25-02-24,71.5,83948,Belgium,0.36,Credit Card,28.04,Stationery,In-store,Not Returned,FedEx,Paris,Medium
823138,SKU_1512,USB Cable,36,25-02-24,57.01,18554,Italy,0.46,Credit Card,12.66,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
682726,SKU_1028,USB Cable,48,25-02-24,13.56,91624,Sweden,0.08,Credit Card,16.52,Stationery,Online,Returned,FedEx,Rome,High
410541,SKU_1603,Backpack,10,25-02-24,85.29,10749,Portugal,0.09,Bank Transfer,27.14,Furniture,In-store,Not Returned,UPS,Amsterdam,High
805870,SKU_1964,Backpack,46,25-02-24,46.14,77464,Sweden,0.3,paypall,24.19,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
529640,SKU_1980,Desk Lamp,3,25-02-24,19.05,33685,Spain,0.27,paypall,17.06,Accessories,Online,Not Returned,DHL,Paris,High
413419,SKU_1614,Backpack,15,25-02-24,72.56,89369,Belgium,0.07,Credit Card,5.95,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
678322,SKU_1511,Notebook,30,25-02-24,80.84,16859,Portugal,0.38,Bank Transfer,16.88,Accessories,In-store,Not Returned,UPS,Rome,Medium
823738,SKU_1634,Notebook,43,25-02-24,96.42,23621,Netherlands,0.04,Bank Transfer,15.74,Furniture,In-store,Not Returned,DHL,Rome,High
771377,SKU_1613,White Mug,14,26-02-24,2.3,67980,Sweden,0.16,Bank Transfer,10.28,Accessories,Online,Not Returned,FedEx,Rome,High
179372,SKU_1353,Wall Clock,46,26-02-24,12.47,90353,Portugal,0.35,Bank Transfer,23.81,Furniture,Online,Not Returned,DHL,London,High
179722,SKU_1724,White Mug,17,26-02-24,90.39,88437,Netherlands,0.08,Bank Transfer,16.86,Furniture,Online,Returned,Royal Mail,London,Medium
658720,SKU_1471,White Mug,4,26-02-24,30.72,23146,Sweden,0.32,Bank Transfer,13.52,Furniture,Online,Not Returned,DHL,Paris,High
515973,SKU_1688,Wall Clock,10,26-02-24,13.33,65448,Portugal,0.02,paypall,5.67,Furniture,Online,Not Returned,UPS,Berlin,High
409332,SKU_1314,USB Cable,43,26-02-24,90.12,12233,Portugal,0.47,paypall,19.41,Apparel,In-store,Not Returned,DHL,Berlin,High
655404,SKU_1908,Notebook,-46,26-02-24,-65.83,,Germany,1.870455397621249,paypall,,Electronics,Online,Not Returned,FedEx,,Low
529932,SKU_1556,Backpack,29,26-02-24,36.68,73136,United States,0.13,Credit Card,11.45,Stationery,In-store,Not Returned,DHL,Berlin,Low
420882,SKU_1941,Office Chair,37,26-02-24,50.15,21313,Spain,0.04,paypall,16.18,Stationery,In-store,Not Returned,Royal Mail,Berlin,High
906888,SKU_1889,Notebook,6,26-02-24,88.82,71900,United States,0.23,paypall,27.4,Furniture,Online,Not Returned,FedEx,London,High
234706,SKU_1278,Backpack,47,26-02-24,74.43,80900,United States,0.36,paypall,17.55,Accessories,Online,Not Returned,DHL,London,High
673654,SKU_1287,USB Cable,14,26-02-24,47.33,80164,United Kingdom,0.31,Credit Card,12.48,Electronics,In-store,Not Returned,UPS,Berlin,High
489078,SKU_1839,Wall Clock,17,26-02-24,91.02,77805,Netherlands,0.22,Credit Card,14.78,Accessories,In-store,Not Returned,Royal Mail,London,Medium
120856,SKU_1366,White Mug,39,26-02-24,93.83,68777,Italy,0.18,Bank Transfer,8.99,Electronics,In-store,Not Returned,Royal Mail,Paris,Low
823355,SKU_1330,Notebook,-5,26-02-24,-71.19,,Portugal,1.5776840718162823,paypall,,Apparel,Online,Not Returned,FedEx,,Medium
857370,SKU_1396,White Mug,33,26-02-24,87.19,98937,United States,0,Bank Transfer,8.17,Accessories,Online,Not Returned,UPS,Rome,High
590271,SKU_1820,Wall Clock,-1,26-02-24,63.67,,Sweden,0.4,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
684903,SKU_1787,Office Chair,17,26-02-24,72.27,25662,France,0.11,Bank Transfer,18.16,Electronics,In-store,Not Returned,FedEx,Paris,High
445270,SKU_1384,Notebook,48,26-02-24,84.38,41633,Netherlands,0.39,Bank Transfer,20.29,Accessories,In-store,Not Returned,DHL,Rome,High
174137,SKU_1824,Wall Clock,48,26-02-24,20.49,84340,Norway,0.15,Bank Transfer,27.15,Accessories,In-store,Not Returned,UPS,Rome,Medium
955437,SKU_1577,Wall Clock,30,26-02-24,10.13,39281,Spain,0.49,Credit Card,18.75,Stationery,Online,Not Returned,DHL,London,Medium
924047,SKU_1510,Desk Lamp,36,26-02-24,3.8,80232,Sweden,0.2,paypall,26.84,Apparel,In-store,Not Returned,DHL,London,Low
624636,SKU_1906,USB Cable,11,26-02-24,26.59,99456,France,0.43,Credit Card,19.86,Accessories,Online,Returned,Royal Mail,London,Medium
660707,SKU_1557,Wall Clock,5,26-02-24,26.66,96815,Belgium,0.15,Bank Transfer,15.81,Furniture,In-store,Not Returned,Royal Mail,Berlin,High
496094,SKU_1029,Wall Clock,37,27-02-24,89.41,48028,Australia,0.33,Credit Card,29.24,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
898289,SKU_1196,Headphones,2,27-02-24,53.1,16440,Belgium,0.34,Bank Transfer,23.34,Accessories,In-store,Returned,FedEx,Berlin,High
203053,SKU_1262,Office Chair,15,27-02-24,35.79,69936,Netherlands,0.29,paypall,24.47,Furniture,In-store,Not Returned,UPS,London,High
275101,SKU_1407,Headphones,13,27-02-24,66.53,10568,United States,0.19,Credit Card,10.36,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low
579130,SKU_1094,White Mug,34,27-02-24,56.13,30138,Portugal,0.39,Bank Transfer,7.14,Apparel,In-store,Returned,FedEx,Rome,High
996040,SKU_1943,Headphones,43,27-02-24,62.91,,Norway,0.01,paypall,18.9,Accessories,Online,Returned,Royal Mail,,Low
818574,SKU_1989,Headphones,3,27-02-24,38.08,70341,United Kingdom,0.06,Bank Transfer,8.57,Electronics,In-store,Returned,UPS,London,Medium
296610,SKU_1042,Blue Pen,36,27-02-24,49.66,74412,United States,0.39,paypall,19.14,Accessories,In-store,Not Returned,Royal Mail,London,Medium
346877,SKU_1761,Headphones,38,27-02-24,28.71,,Netherlands,0.21,Bank Transfer,5.27,Accessories,In-store,Not Returned,Royal Mail,Paris,Medium
387802,SKU_1846,Blue Pen,32,27-02-24,72.12,29736,United Kingdom,0.19,Bank Transfer,11.41,Stationery,Online,Not Returned,DHL,Paris,Medium
909699,SKU_1035,White Mug,12,27-02-24,39.26,84652,Netherlands,0.21,Credit Card,13.72,Accessories,In-store,Not Returned,FedEx,London,High
473142,SKU_1457,Office Chair,19,27-02-24,72.63,36892,Spain,0.15,Bank Transfer,11.58,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
442033,SKU_1128,Wall Clock,19,27-02-24,78.1,25082,Sweden,0.34,paypall,22.2,Electronics,Online,Returned,DHL,Amsterdam,High
822413,SKU_1518,Wall Clock,11,27-02-24,22.13,99610,France,0.16,paypall,6.23,Accessories,In-store,Returned,Royal Mail,Amsterdam,Low
285070,SKU_1043,Desk Lamp,7,27-02-24,7.48,22712,United Kingdom,0.07,Bank Transfer,25.72,Accessories,Online,Not Returned,DHL,Berlin,High
339463,SKU_1060,Headphones,17,27-02-24,30.14,71134,United States,0.12,Bank Transfer,12.54,Furniture,Online,Not Returned,FedEx,London,Low
225513,SKU_1537,Wall Clock,-14,27-02-24,51.51,,Portugal,0.49,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
571927,SKU_1362,Wireless Mouse,49,27-02-24,96.2,,Belgium,0.41,paypall,20.98,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
544747,SKU_1874,Backpack,24,27-02-24,80.42,64531,Sweden,0.09,Bank Transfer,17.87,Apparel,Online,Not Returned,Royal Mail,Berlin,Medium
748180,SKU_1120,Wall Clock,32,27-02-24,24.23,68540,Norway,0.39,Bank Transfer,25.31,Stationery,In-store,Not Returned,UPS,Rome,Medium
415560,SKU_1496,Notebook,-5,27-02-24,-83.12,,France,1.8695893458396193,paypall,,Furniture,Online,Not Returned,Royal Mail,,Medium
348583,SKU_1157,T-shirt,14,27-02-24,22.88,38920,Sweden,0.14,paypall,19.59,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
248304,SKU_1256,Blue Pen,38,27-02-24,20.8,10005,United States,0.18,Bank Transfer,27.51,Apparel,Online,Not Returned,Royal Mail,London,Low
